title,rating,genre,director,star,score
Hatchet,R,Comedy,Adam Green,Kane Hodder,5.7
We Are Marshall,PG,Drama,McG,Matthew McConaughey,7.1
Just My Luck,PG-13,Comedy,Donald Petrie,Lindsay Lohan,5.4
Madea's Family Reunion,PG-13,Comedy,Tyler Perry,Tyler Perry,5.3
The Marine,PG-13,Action,John Bonito,John Cena,4.7
The Painted Veil,PG-13,Drama,John Curran,Naomi Watts,7.5
Let's Go to Prison,R,Comedy,Bob Odenkirk,Dax Shepard,6.0
Ultraviolet,PG-13,Action,Kurt Wimmer,Milla Jovovich,4.4
Factory Girl,R,Biography,George Hickenlooper,Sienna Miller,6.4
Akeelah and the Bee,PG,Drama,Doug Atchison,Angela Bassett,7.4
Sixty Six,PG-13,Biography,Paul Weiland,Charlie Clark,6.7
The Ultimate Gift,PG,Drama,Michael O. Sajbel,Drew Fuller,7.3
Barnyard,PG,Animation,Steve Oedekerk,Kevin James,5.6
Arthur and the Invisibles,PG,Animation,Luc Besson,Freddie Highmore,6.0
Zoom,PG,Action,Peter Hewitt,Tim Allen,4.4
Eight Below,PG,Adventure,Frank Marshall,Paul Walker,7.3
Curse of the Golden Flower,R,Action,Yimou Zhang,Chow Yun-Fat,7.0
Reprise,R,Drama,Joachim Trier,Anders Danielsen Lie,7.3
Date Movie,PG-13,Comedy,Aaron Seltzer,Alyson Hannigan,2.8
Flyboys,PG-13,Action,Tony Bill,James Franco,6.5
Find Me Guilty,R,Biography,Sidney Lumet,Vin Diesel,7.0
"You, Me and Dupree",PG-13,Comedy,Anthony Russo,Kate Hudson,5.6
Curious George,G,Animation,Matthew O'Callaghan,Will Ferrell,6.5
Tales from Earthsea,PG-13,Animation,Gorô Miyazaki,Timothy Dalton,6.4
Flicka,PG,Adventure,Michael Mayer,Alison Lohman,6.1
After the Wedding,R,Drama,Susanne Bier,Mads Mikkelsen,7.7
After the Wedding,PG-13,Drama,Bart Freundlich,Julianne Moore,6.3
Glory Road,PG,Biography,James Gartner,Josh Lucas,7.2
Black Christmas,R,Horror,Glen Morgan,Michelle Trachtenberg,4.6
Wristcutters: A Love Story,R,Comedy,Goran Dukic,Patrick Fugit,7.3
See No Evil,R,Action,Gregory Dark,Glenn Jacobs,5.1
Last Holiday,PG-13,Comedy,Wayne Wang,Queen Latifah,6.5
Friends with Money,R,Comedy,Nicole Holofcener,Jennifer Aniston,5.8
All the King's Men,PG-13,Drama,Steven Zaillian,Sean Penn,6.2
Hollywoodland,R,Biography,Allen Coulter,Adrien Brody,6.5
"OSS 117: Cairo, Nest of Spies",Not Rated,Action,Michel Hazanavicius,Jean Dujardin,7.1
ATL,PG-13,Comedy,Chris Robinson,T.I.,6.2
Behind the Mask: The Rise of Leslie Vernon,R,Comedy,Scott Glosserman,Nathan Baesel,6.7
Bobby,R,Biography,Emilio Estevez,Anthony Hopkins,7.0
Half Nelson,R,Drama,Ryan Fleck,Ryan Gosling,7.2
The Wild,G,Animation,Steve 'Spaz' Williams,Kiefer Sutherland,5.2
Infamous,R,Biography,Douglas McGrath,Toby Jones,7.1
Take the Lead,PG-13,Drama,Liz Friedlander,Antonio Banderas,6.6
Gridiron Gang,PG-13,Biography,Phil Joanou,Dwayne Johnson,6.9
The Ant Bully,PG,Animation,John A. Davis,Paul Giamatti,5.8
Rang De Basanti,Not Rated,Comedy,Rakeysh Omprakash Mehra,Aamir Khan,8.1
Peaceful Warrior,PG-13,Drama,Victor Salva,Scott Mechlowicz,7.3
The Santa Clause 3: The Escape Clause,G,Adventure,Michael Lembeck,Tim Allen,4.8
Miss Potter,PG,Biography,Chris Noonan,Renée Zellweger,7.0
Big Momma's House 2,PG-13,Comedy,John Whitesell,Martin Lawrence,4.8
The Last Kiss,R,Comedy,Tony Goldwyn,Zach Braff,6.4
The Foot Fist Way,R,Comedy,Jody Hill,Danny McBride,6.3
The Astronaut Farmer,PG,Adventure,Michael Polish,Billy Bob Thornton,6.3
Starter for 10,PG-13,Comedy,Tom Vaughan,James McAvoy,6.7
Mini's First Time,R,Comedy,Nick Guthe,Alec Baldwin,5.8
Severance,R,Comedy,Christopher Smith,Danny Dyer,6.5
Loving Annabelle,Not Rated,Drama,Katherine Brooks,Erin Kelly,6.3
Kabhi Alvida Naa Kehna,Not Rated,Drama,Karan Johar,Shah Rukh Khan,6.1
The Grudge 2,PG-13,Horror,Takashi Shimizu,Amber Tamblyn,5.1
For Your Consideration,PG-13,Comedy,Christopher Guest,Catherine O'Hara,6.3
The Sentinel,PG-13,Action,Clark Johnson,Michael Douglas,6.1
The Breed,R,Action,Nicholas Mastandrea,Michelle Rodriguez,5.1
Skinwalkers,R,Action,James Isaac,Jason Behr,4.6
Hoot,PG,Adventure,Wil Shriner,Logan Lerman,5.5
There Will Be Blood,R,Drama,Paul Thomas Anderson,Daniel Day-Lewis,8.2
No Country for Old Men,R,Crime,Ethan Coen,Tommy Lee Jones,8.1
Stardust,PG-13,Adventure,Matthew Vaughn,Charlie Cox,7.6
Gone Baby Gone,R,Crime,Ben Affleck,Morgan Freeman,7.6
Disturbia,PG-13,Crime,D.J. Caruso,Shia LaBeouf,6.8
Zodiac,R,Crime,David Fincher,Jake Gyllenhaal,7.7
Superbad,R,Comedy,Greg Mottola,Michael Cera,7.6
Transformers,PG-13,Action,Michael Bay,Shia LaBeouf,7.0
Harry Potter and the Order of the Phoenix,PG-13,Action,David Yates,Daniel Radcliffe,7.5
Into the Wild,R,Adventure,Sean Penn,Emile Hirsch,8.1
Ratatouille,G,Animation,Brad Bird,Brad Garrett,8.0
Atonement,R,Drama,Joe Wright,Keira Knightley,7.8
Shooter,R,Action,Antoine Fuqua,Mark Wahlberg,7.2
American Gangster,R,Biography,Ridley Scott,Denzel Washington,7.8
Spider-Man 3,PG-13,Action,Sam Raimi,Tobey Maguire,6.2
Live Free or Die Hard,PG-13,Action,Len Wiseman,Bruce Willis,7.1
Hot Fuzz,R,Action,Edgar Wright,Simon Pegg,7.8
I Am Legend,PG-13,Action,Francis Lawrence,Will Smith,7.2
Juno,PG-13,Comedy,Jason Reitman,Elliot Page,7.4
28 Weeks Later,R,Horror,Juan Carlos Fresnadillo,Jeremy Renner,7.0
Hitman,R,Action,Xavier Gens,Timothy Olyphant,6.3
Enchanted,PG,Comedy,Kevin Lima,Amy Adams,7.0
The Mist,R,Horror,Frank Darabont,Thomas Jane,7.1
Knocked Up,R,Comedy,Judd Apatow,Seth Rogen,6.9
Grindhouse,R,Action,Directors,Kurt Russell,7.5
Ghost Rider,PG-13,Action,Mark Steven Johnson,Nicolas Cage,5.3
Hot Rod,PG-13,Comedy,Akiva Schaffer,Andy Samberg,6.7
The Darjeeling Limited,R,Adventure,Wes Anderson,Owen Wilson,7.2
Bridge to Terabithia,PG,Drama,Gabor Csupo,Josh Hutcherson,7.1
The Nanny Diaries,PG-13,Comedy,Shari Springer Berman,Scarlett Johansson,6.2
Funny Games,R,Crime,Michael Haneke,Naomi Watts,6.6
Halloween,R,Horror,Rob Zombie,Scout Taylor-Compton,6.1
Halloween,R,Crime,David Gordon Green,Jamie Lee Curtis,6.5
Eastern Promises,R,Action,David Cronenberg,Naomi Watts,7.6
The Bourne Ultimatum,PG-13,Action,Paul Greengrass,Matt Damon,8.0
Norbit,PG-13,Comedy,Brian Robbins,Eddie Murphy,4.1
Fracture,R,Crime,Gregory Hoblit,Anthony Hopkins,7.2
Beowulf,PG-13,Animation,Robert Zemeckis,Ray Winstone,6.2
Next,PG-13,Action,Lee Tamahori,Nicolas Cage,6.2
3:10 to Yuma,R,Action,James Mangold,Russell Crowe,7.7
Across the Universe,PG-13,Drama,Julie Taymor,Evan Rachel Wood,7.3
Ocean's Thirteen,PG-13,Crime,Steven Soderbergh,George Clooney,6.9
Blades of Glory,PG-13,Comedy,Josh Gordon,Will Ferrell,6.3
Surf's Up,PG,Animation,Ash Brannon,Shia LaBeouf,6.7
Resident Evil: Extinction,R,Action,Russell Mulcahy,Milla Jovovich,6.2
30 Days of Night,R,Action,David Slade,Josh Hartnett,6.6
Awake,R,Crime,Joby Harold,Hayden Christensen,6.5
Dead Silence,R,Horror,James Wan,Ryan Kwanten,6.2
Bee Movie,PG,Animation,Simon J. Smith,Jerry Seinfeld,6.1
The Heartbreak Kid,R,Comedy,Bobby Farrelly,Ben Stiller,5.8
Aliens vs. Predator: Requiem,R,Action,Colin Strause,Reiko Aylesworth,4.6
Shrek the Third,PG,Animation,Chris Miller,Mike Myers,6.1
1408,PG-13,Fantasy,Mikael Håfström,John Cusack,6.8
The Kingdom,R,Action,Peter Berg,Jamie Foxx,7.0
The Assassination of Jesse James by the Coward Robert Ford,R,Biography,Andrew Dominik,Brad Pitt,7.5
Good Luck Chuck,R,Comedy,Mark Helfrich,Dane Cook,5.6
Hostel: Part II,R,Horror,Eli Roth,Lauren German,5.5
Fantastic 4: Rise of the Silver Surfer,PG,Action,Tim Story,Ioan Gruffudd,5.6
The Golden Compass,PG-13,Adventure,Chris Weitz,Nicole Kidman,6.1
Rush Hour 3,PG-13,Action,Brett Ratner,Jackie Chan,6.2
The Babysitters,R,Drama,David Ross,Lauren Birkell,5.6
Timecrimes,R,Horror,Nacho Vigalondo,Karra Elejalde,7.2
Epic Movie,PG-13,Adventure,Jason Friedberg,Kal Penn,2.4
Meet the Robinsons,G,Animation,Stephen J. Anderson,Daniel Hansen,6.8
Michael Clayton,R,Crime,Tony Gilroy,George Clooney,7.2
The Bucket List,PG-13,Adventure,Rob Reiner,Jack Nicholson,7.4
"Lust, Caution",NC-17,Drama,Ang Lee,Tony Chiu-Wai Leung,7.5
Charlie Wilson's War,R,Biography,Mike Nichols,Tom Hanks,7.0
Paranormal Activity,R,Horror,Oren Peli,Katie Featherston,6.3
Freedom Writers,PG-13,Biography,Richard LaGravenese,Hilary Swank,7.6
Before the Devil Knows You're Dead,R,Crime,Sidney Lumet,Philip Seymour Hoffman,7.3
In the Valley of Elah,R,Crime,Paul Haggis,Tommy Lee Jones,7.1
Alvin and the Chipmunks,PG,Animation,Tim Hill,Jason Lee,5.2
P.S. I Love You,PG-13,Comedy,Richard LaGravenese,Hilary Swank,7.0
National Treasure: Book of Secrets,PG,Action,Jon Turteltaub,Nicolas Cage,6.5
Lars and the Real Girl,PG-13,Comedy,Craig Gillespie,Ryan Gosling,7.3
The Orphanage,R,Drama,J.A. Bayona,Belén Rueda,7.4
The Game Plan,PG,Comedy,Andy Fickman,Dwayne Johnson,6.1
Hannibal Rising,R,Action,Peter Webber,Gaspard Ulliel,6.2
Saw IV,R,Crime,Darren Lynn Bousman,Tobin Bell,5.9
Premonition,PG-13,Drama,Mennan Yapo,Sandra Bullock,5.9
The Simpsons Movie,PG-13,Animation,David Silverman,Dan Castellaneta,7.3
Teeth,R,Action,Mitchell Lichtenstein,Jess Weixler,5.4
Death at a Funeral,R,Comedy,Frank Oz,Matthew Macfadyen,7.4
Death at a Funeral,R,Comedy,Neil LaBute,Chris Rock,5.7
Wild Hogs,PG-13,Action,Walt Becker,Tim Allen,5.8
Mr. Brooks,R,Crime,Bruce A. Evans,Kevin Costner,7.3
Vacancy,R,Horror,Nimród Antal,Kate Beckinsale,6.2
Like Stars on Earth,PG,Drama,Aamir Khan,Darsheel Safary,8.4
Mr. Bean's Holiday,G,Comedy,Steve Bendelack,Rowan Atkinson,6.4
Perfect Stranger,R,Crime,James Foley,Halle Berry,5.7
The Condemned,R,Action,Scott Wiper,Steve Austin,6.0
August Rush,PG,Drama,Kirsten Sheridan,Freddie Highmore,7.5
Music and Lyrics,PG-13,Comedy,Marc Lawrence,Hugh Grant,6.5
Reservation Road,R,Crime,Terry George,Joaquin Phoenix,6.7
I'm Not There,R,Biography,Todd Haynes,Christian Bale,6.9
The Number 23,R,Crime,Joel Schumacher,Jim Carrey,6.4
Shoot 'Em Up,R,Action,Michael Davis,Clive Owen,6.6
Evan Almighty,PG,Comedy,Tom Shadyac,Steve Carell,5.4
Dan in Real Life,PG-13,Comedy,Peter Hedges,Steve Carell,6.7
The Lookout,R,Crime,Scott Frank,Joseph Gordon-Levitt,7.0
The Brave One,R,Action,Neil Jordan,Jodie Foster,6.7
I Now Pronounce You Chuck & Larry,PG-13,Comedy,Dennis Dugan,Adam Sandler,5.9
Rogue,R,Action,Greg McLean,Michael Vartan,6.2
La Vie En Rose,PG-13,Biography,Olivier Dahan,Marion Cotillard,7.6
Once,R,Drama,John Carney,Glen Hansard,7.8
War,R,Action,Philip G. Atwell,Jet Li,6.2
The Visitor,PG-13,Drama,Tom McCarthy,Richard Jenkins,7.6
Elizabeth: The Golden Age,PG-13,Biography,Shekhar Kapur,Cate Blanchett,6.8
Waitress,PG-13,Comedy,Adrienne Shelly,Keri Russell,7.0
No Reservations,PG,Comedy,Scott Hicks,Catherine Zeta-Jones,6.3
TMNT,PG,Animation,Kevin Munroe,Patrick Stewart,6.2
The Hills Have Eyes 2,R,Horror,Martin Weisz,Daniella Alonso,5.1
Shelter,R,Drama,Jonah Markowitz,Trevor Wright,7.7
Sydney White,PG-13,Comedy,Joe Nussbaum,Amanda Bynes,6.2
The Kite Runner,PG-13,Drama,Marc Forster,Khalid Abdalla,7.6
Reign Over Me,R,Drama,Mike Binder,Adam Sandler,7.4
Bratz,PG,Comedy,Sean McNamara,Skyler Shaye,3.1
Daddy's Little Girls,PG-13,Drama,Tyler Perry,Gabrielle Union,5.8
Becoming Jane,PG,Biography,Julian Jarrold,Anne Hathaway,7.0
Breach,PG-13,Biography,Billy Ray,Chris Cooper,7.0
In the Name of the King: A Dungeon Siege Tale,PG-13,Action,Uwe Boll,Jason Statham,3.8
Balls of Fury,PG-13,Comedy,Robert Ben Garant,Dan Fogler,5.3
Pathfinder,R,Action,Marcus Nispel,Karl Urban,5.4
The Comebacks,PG-13,Comedy,Tom Brady,David Koechner,4.3
We Own the Night,R,Action,James Gray,Joaquin Phoenix,6.8
Savage Grace,Not Rated,Drama,Tom Kalin,Julianne Moore,5.8
Death Sentence,R,Action,James Wan,Kevin Bacon,6.7
The Water Horse,PG,Adventure,Jay Russell,Emily Watson,6.4
Elite Squad,R,Action,José Padilha,Wagner Moura,8.0
The Diving Bell and the Butterfly,PG-13,Biography,Julian Schnabel,Mathieu Amalric,8.0
My Blueberry Nights,PG-13,Drama,Kar-Wai Wong,Norah Jones,6.6
Margot at the Wedding,R,Comedy,Noah Baumbach,Nicole Kidman,6.0
The Messengers,PG-13,Drama,Danny Pang,Dylan McDermott,5.4
Water Lilies,,Drama,Céline Sciamma,Pauline Acquart,6.7
Om Shanti Om,Not Rated,Action,Farah Khan,Shah Rukh Khan,6.7
Feast of Love,R,Drama,Robert Benton,Morgan Freeman,6.6
Love in the Time of Cholera,R,Drama,Mike Newell,Javier Bardem,6.4
P2,R,Crime,Franck Khalfoun,Rachel Nichols,5.9
The Reaping,R,Horror,Stephen Hopkins,Hilary Swank,5.6
The Invasion,PG-13,Sci-Fi,Oliver Hirschbiegel,Nicole Kidman,5.9
Redacted,R,Crime,Brian De Palma,Patrick Carroll,6.1
Who's Your Caddy?,PG-13,Comedy,Don Michael Paul,Big Boi,2.2
Persepolis,PG-13,Animation,Vincent Paronnaud,Chiara Mastroianni,8.0
The Great Debaters,PG-13,Biography,Denzel Washington,Denzel Washington,7.5
Georgia Rule,R,Comedy,Garry Marshall,Jane Fonda,5.8
The Nines,R,Drama,John August,Ryan Reynolds,6.3
I Know Who Killed Me,R,Crime,Chris Sivertson,Lindsay Lohan,3.6
Mr. Magorium's Wonder Emporium,G,Comedy,Zach Helm,Natalie Portman,6.2
Hotel for Dogs,PG,Comedy,Thor Freudenthal,Emma Roberts,5.4
Because I Said So,PG-13,Comedy,Michael Lehmann,Diane Keaton,5.7
"4 Months, 3 Weeks and 2 Days",Not Rated,Drama,Cristian Mungiu,Anamaria Marinca,7.9
Fred Claus,PG,Comedy,David Dobkin,Vince Vaughn,5.6
Sex and Death 101,R,Comedy,Daniel Waters,Robert Wisdom,5.9
Lions for Lambs,R,Crime,Robert Redford,Tom Cruise,6.2
Captivity,R,Crime,Roland Joffé,Elisha Cuthbert,4.6
Charlie Bartlett,R,Comedy,Jon Poll,Anton Yelchin,7.0
The Invisible,PG-13,Crime,David S. Goyer,Justin Chatwin,6.2
Underdog,PG,Action,Frederik Du Chau,Peter Dinklage,4.8
The Last Legion,PG-13,Action,Doug Lefler,Colin Firth,5.4
Diary of the Dead,R,Fantasy,George A. Romero,Michelle Morgan,5.6
Evangelion: 1.0 You Are (Not) Alone,PG-13,Animation,Masayuki,Megumi Ogata,7.7
Mongol: The Rise of Genghis Khan,R,Action,Sergei Bodrov,Tadanobu Asano,7.2
Eagle vs Shark,R,Comedy,Taika Waititi,Loren Taylor,6.8
Towelhead,R,Drama,Alan Ball,Summer Bishil,6.9
The Counterfeiters,R,Crime,Stefan Ruzowitzky,Karl Markovics,7.6
Shotgun Stories,PG-13,Drama,Jeff Nichols,Michael Shannon,7.2
Nancy Drew,PG,Comedy,Andrew Fleming,Emma Roberts,5.9
In the Land of Women,PG-13,Comedy,Jonathan Kasdan,Adam Brody,6.4
Joshua,R,Drama,George Ratliff,Sam Rockwell,5.9
Jab We Met,Not Rated,Comedy,Imtiaz Ali,Shahid Kapoor,7.9
Rendition,R,Drama,Gavin Hood,Reese Witherspoon,6.8
License to Wed,PG-13,Comedy,Ken Kwapis,Mandy Moore,5.3
88 Minutes,R,Crime,Jon Avnet,Al Pacino,5.9
The Last Mimzy,PG,Action,Robert Shaye,Joely Richardson,6.2
Primeval,R,Action,Michael Katleman,Dominic Purcell,4.8
Smiley Face,R,Comedy,Gregg Araki,Anna Faris,5.8
Boarding Gate,R,Drama,Olivier Assayas,Asia Argento,5.1
Meet Bill,R,Comedy,Bernie Goldmann,Aaron Eckhart,6.2
Stomp the Yard,PG-13,Drama,Sylvain White,Columbus Short,5.4
Hounddog,R,Drama,Deborah Kampmeier,Dakota Fanning,6.3
The Savages,R,Comedy,Tamara Jenkins,Laura Linney,7.1
Cassandra's Dream,PG-13,Crime,Woody Allen,Colin Farrell,6.7
Chapter 27,R,Biography,J.P. Schaefer,Chuck Cooper,5.7
The Jane Austen Book Club,PG-13,Comedy,Robin Swicord,Kathy Baker,6.8
Postal,R,Action,Uwe Boll,Zack Ward,4.5
The Hunting Party,R,Adventure,Richard Shepard,Richard Gere,6.8
Son of Rambow,PG-13,Action,Garth Jennings,Bill Milner,7.0
Things We Lost in the Fire,R,Drama,Susanne Bier,Halle Berry,7.2
The Dark Knight,PG-13,Action,Christopher Nolan,Christian Bale,9.0
Iron Man,PG-13,Action,Jon Favreau,Robert Downey Jr.,7.9
The Incredible Hulk,PG-13,Action,Louis Leterrier,Edward Norton,6.7
Kung Fu Panda,PG,Animation,Mark Osborne,Jack Black,7.6
Tropic Thunder,R,Action,Ben Stiller,Ben Stiller,7.0
Step Brothers,R,Comedy,Adam McKay,Will Ferrell,6.9
Quantum of Solace,PG-13,Action,Marc Forster,Daniel Craig,6.6
Mamma Mia!,PG-13,Comedy,Phyllida Lloyd,Meryl Streep,6.4
The Strangers,R,Horror,Bryan Bertino,Scott Speedman,6.2
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,Action,Steven Spielberg,Harrison Ford,6.1
Taken,PG-13,Action,Pierre Morel,Liam Neeson,7.8
The Curious Case of Benjamin Button,PG-13,Drama,David Fincher,Brad Pitt,7.8
Wanted,R,Action,Timur Bekmambetov,Angelina Jolie,6.7
Burn After Reading,R,Comedy,Ethan Coen,Brad Pitt,7.0
Revolutionary Road,R,Drama,Sam Mendes,Leonardo DiCaprio,7.3
Zack and Miri Make a Porno,R,Comedy,Kevin Smith,Seth Rogen,6.5
WALL·E,G,Animation,Andrew Stanton,Ben Burtt,8.4
Forgetting Sarah Marshall,R,Comedy,Nicholas Stoller,Kristen Bell,7.1
Seven Pounds,PG-13,Drama,Gabriele Muccino,Will Smith,7.6
Vicky Cristina Barcelona,PG-13,Comedy,Woody Allen,Rebecca Hall,7.1
In Bruges,R,Comedy,Martin McDonagh,Colin Farrell,7.9
Sex and the City,R,Comedy,Michael Patrick King,Sarah Jessica Parker,5.6
Slumdog Millionaire,R,Drama,Danny Boyle,Dev Patel,8.0
The House Bunny,PG-13,Comedy,Fred Wolf,Anna Faris,5.5
RocknRolla,R,Action,Guy Ritchie,Gerard Butler,7.3
Gran Torino,R,Drama,Clint Eastwood,Clint Eastwood,8.1
The Duchess,PG-13,Biography,Saul Dibb,Keira Knightley,6.9
The Reader,R,Drama,Stephen Daldry,Kate Winslet,7.6
The Hurt Locker,R,Drama,Kathryn Bigelow,Jeremy Renner,7.5
Rambo,R,Action,Sylvester Stallone,Sylvester Stallone,7.0
Eden Lake,R,Horror,James Watkins,Kelly Reilly,6.8
The Happening,R,Drama,M. Night Shyamalan,Mark Wahlberg,5.0
The Wrestler,R,Drama,Darren Aronofsky,Mickey Rourke,7.9
Cloverfield,PG-13,Action,Matt Reeves,Mike Vogel,7.0
Changeling,R,Biography,Clint Eastwood,Angelina Jolie,7.7
Eagle Eye,PG-13,Action,D.J. Caruso,Shia LaBeouf,6.6
The Ruins,R,Adventure,Carter Smith,Shawn Ashmore,5.9
The Other Boleyn Girl,PG-13,Biography,Justin Chadwick,Natalie Portman,6.7
21,PG-13,Crime,Robert Luketic,Jim Sturgess,6.8
Never Back Down,PG-13,Action,Jeff Wadlow,Sean Faris,6.6
The Mummy: Tomb of the Dragon Emperor,PG-13,Action,Rob Cohen,Brendan Fraser,5.2
Hancock,PG-13,Action,Peter Berg,Will Smith,6.4
Journey to the Center of the Earth,PG,Action,Eric Brevig,Brendan Fraser,5.8
Felon,R,Thriller,Ric Roman Waugh,Stephen Dorff,7.4
Bolt,PG,Animation,Byron Howard,John Travolta,6.8
Sex Drive,R,Comedy,Sean Anders,Josh Zuckerman,6.5
Death Race,R,Action,Paul W.S. Anderson,Jason Statham,6.3
The Chronicles of Narnia: Prince Caspian,PG,Action,Andrew Adamson,Ben Barnes,6.5
Pineapple Express,R,Action,David Gordon Green,Seth Rogen,6.9
The Boy in the Striped Pajamas,PG-13,Drama,Mark Herman,Asa Butterfield,7.8
Valkyrie,PG-13,Drama,Bryan Singer,Tom Cruise,7.1
27 Dresses,PG-13,Comedy,Anne Fletcher,Katherine Heigl,6.1
Let the Right One In,R,Crime,Tomas Alfredson,Kåre Hedebrant,7.9
Role Models,R,Comedy,David Wain,Paul Rudd,6.8
Defiance,R,Action,Edward Zwick,Daniel Craig,7.2
Wild Child,PG-13,Comedy,Nick Moore,Emma Roberts,6.1
"Definitely, Maybe",PG-13,Comedy,Adam Brooks,Ryan Reynolds,7.1
The Forbidden Kingdom,PG-13,Action,Rob Minkoff,Jackie Chan,6.6
Bronson,R,Action,Nicolas Winding Refn,Tom Hardy,7.1
Australia,PG-13,Adventure,Baz Luhrmann,Nicole Kidman,6.6
Yes Man,PG-13,Comedy,Peyton Reed,Jim Carrey,6.8
Body of Lies,R,Action,Ridley Scott,Leonardo DiCaprio,7.1
Disaster Movie,PG-13,Comedy,Jason Friedberg,Carmen Electra,1.9
Superhero Movie,PG-13,Action,Craig Mazin,Drake Bell,4.6
Ponyo,G,Animation,Hayao Miyazaki,Cate Blanchett,7.7
Jumper,PG-13,Action,Doug Liman,Hayden Christensen,6.1
Speed Racer,PG,Action,Lana Wachowski,Emile Hirsch,6.0
The Bank Job,R,Crime,Roger Donaldson,Jason Statham,7.2
Street Kings,R,Action,David Ayer,Keanu Reeves,6.8
Get Smart,PG-13,Action,Peter Segal,Steve Carell,6.5
Punisher: War Zone,R,Action,Lexi Alexander,Ray Stevenson,5.9
You Don't Mess with the Zohan,PG-13,Comedy,Dennis Dugan,Adam Sandler,5.5
"Synecdoche, New York",R,Drama,Charlie Kaufman,Philip Seymour Hoffman,7.6
Marley & Me,PG,Comedy,David Frankel,Owen Wilson,7.1
Fool's Gold,PG-13,Action,Andy Tennant,Matthew McConaughey,5.7
The Secret Life of Bees,PG-13,Drama,Gina Prince-Bythewood,Dakota Fanning,7.3
Nick and Norah's Infinite Playlist,PG-13,Comedy,Peter Sollett,Michael Cera,6.6
The Spiderwick Chronicles,PG,Action,Mark Waters,Freddie Highmore,6.5
Doomsday,R,Action,Neil Marshall,Rhona Mitra,5.9
Max Payne,PG-13,Action,John Moore,Mark Wahlberg,5.3
The Day the Earth Stood Still,PG-13,Drama,Scott Derrickson,Keanu Reeves,5.5
Milk,R,Biography,Gus Van Sant,Sean Penn,7.5
Madagascar: Escape 2 Africa,PG,Animation,Eric Darnell,Ben Stiller,6.6
The Spirit,PG-13,Action,Frank Miller,Gabriel Macht,4.8
Ghost Town,PG-13,Comedy,David Koepp,Ricky Gervais,6.7
Bottle Shock,PG-13,Comedy,Randall Miller,Chris Pine,6.8
The Rocker,PG-13,Comedy,Peter Cattaneo,Rainn Wilson,6.2
Semi-Pro,R,Comedy,Kent Alterman,Will Ferrell,5.8
Repo! The Genetic Opera,R,Horror,Darren Lynn Bousman,Paul Sorvino,6.6
Outlander,R,Action,Howard McCain,Jim Caviezel,6.2
Saw V,R,Crime,David Hackl,Scott Patterson,5.8
Miss Pettigrew Lives for a Day,PG-13,Comedy,Bharat Nalluri,Frances McDormand,7.1
Hunger,Not Rated,Biography,Steve McQueen,Stuart Graham,7.5
Horton Hears a Who!,G,Animation,Jimmy Hayward,Jim Carrey,6.8
The Women,PG-13,Comedy,Diane English,Meg Ryan,5.0
Choke,R,Comedy,Clark Gregg,Sam Rockwell,6.4
Doubt,PG-13,Drama,John Patrick Shanley,Meryl Streep,7.5
Bedtime Stories,PG,Adventure,Adam Shankman,Adam Sandler,6.0
"10,000 BC",PG-13,Action,Roland Emmerich,Camilla Belle,5.1
The Midnight Meat Train,R,Horror,Ryûhei Kitamura,Vinnie Jones,6.0
Drillbit Taylor,PG-13,Action,Steven Brill,Owen Wilson,5.7
Made of Honor,PG-13,Comedy,Paul Weiland,Patrick Dempsey,5.9
What Happens in Vegas,PG-13,Comedy,Tom Vaughan,Cameron Diaz,6.1
The Brothers Bloom,PG-13,Action,Rian Johnson,Rachel Weisz,6.8
Inkheart,PG,Adventure,Iain Softley,Brendan Fraser,6.1
Appaloosa,R,Action,Ed Harris,Ed Harris,6.7
Vantage Point,PG-13,Action,Pete Travis,Dennis Quaid,6.6
W.,PG-13,Biography,Oliver Stone,Josh Brolin,6.3
The Hottie & the Nottie,PG-13,Comedy,Tom Putnam,Paris Hilton,1.9
Untraceable,R,Crime,Gregory Hoblit,Diane Lane,6.2
Red Cliff,R,Action,John Woo,Tony Chiu-Wai Leung,7.4
Sunshine Cleaning,R,Comedy,Christine Jeffs,Amy Adams,6.8
How to Lose Friends & Alienate People,R,Biography,Robert B. Weide,Simon Pegg,6.4
Transporter 3,PG-13,Action,Olivier Megaton,Jason Statham,6.1
High School Musical 3: Senior Year,G,Comedy,Kenny Ortega,Zac Efron,4.9
Rachel Getting Married,R,Drama,Jonathan Demme,Anne Hathaway,6.7
Righteous Kill,R,Crime,Jon Avnet,Robert De Niro,6.0
Leatherheads,PG-13,Comedy,George Clooney,George Clooney,6.0
Meet the Spartans,PG-13,Comedy,Jason Friedberg,Sean Maguire,2.8
Star Wars: The Clone Wars,PG,Animation,Dave Filoni,Matt Lanter,5.9
Mirrors,R,Horror,Alexandre Aja,Kiefer Sutherland,6.1
Harold & Kumar Escape from Guantanamo Bay,R,Adventure,Jon Hurwitz,John Cho,6.6
Baby Mama,PG-13,Comedy,Michael McCullers,Tina Fey,6.0
Nim's Island,PG,Adventure,Jennifer Flackett,Jodie Foster,6.0
City of Ember,PG,Adventure,Gil Kenan,Saoirse Ronan,6.5
Quarantine,R,Horror,John Erick Dowdle,Jennifer Carpenter,5.9
Bangkok Dangerous,R,Action,Danny Pang,Nicolas Cage,5.4
